饥渴	jike
轰轰烈烈	hhll
后悔莫及	hhmj
航母	hhmu
行情	hhqk|hhq
含糊其辞	hhqc
欢呼雀跃	hhqy
挥汗如雨	hhry
航速	hhsu
航天	hhtm|hht
花花太岁	hhts
行数	hhuu
夯实	hhui
花花世界	hhuj
赫赫之功	hhvg
悔恨终生	hhvu
行长	hhvh
航站	hhvj
慌慌张张	hhvv
杭州	hhvz
挥霍无度	hhwd
后患无穷	hhwq
行伍	hhwu
何患无辞	hhwc
航行	hhxk|hhx
航向	hhxl
航线	hhxm
好好学习	hhxx
后悔药	hhyc|hhy
挥挥衣袖	hhyx
行业	hhye
赫赫有名	hhym
后会有期	hhyq
昏昏欲睡	hhyu
航运	hhyy
祸害遗千年	hhyn
混合泳	hhys
好孩子	hhzi|hhz
怀恨在心	hhzx
何尝不是	hibu
何出此言	hicy
混吃等死	hids
回肠荡气	hidq
好吃好喝	hihh
昏沉沉	hiif|hii
酣畅淋漓	hill
好吃懒做	hilz
回春妙手	himu
怀揣梦想	himx
豁出去	hiqu
豁出去了	hiql
寒蝉凄切	hiqq
汗出如浆	hirj
红尘俗世	hisu
合唱团	hitr
候车室	hiui|hiu
好长时间	hiuj
火车站	hivj|hiv
横冲直撞	hivv
很成问题	hiwt
还差一点	hiyd
回嗔作喜	hizx
汉堡	hjbc
厚积薄发	hjbf
好景不长	hjbi
寒冰	hjbk
好久不见	hjbj
寒带	hjdd
旱地	hjdi
邯郸	hjdj
汉典	hjdm
寒冬	hjds
寒风	hjfg
后继乏人	hjfr
后继乏力	hjfl
函告	hjgc
涵盖	hjgd
寒光	hjgl
韩国	hjgo
函购	hjgz
横加干涉	hjgu
活见鬼	hjgv
含糊	hjhu
狐假虎威	hjhw
汉化	hjhx
憨厚	hjhz
憨憨	hjhj
很久很久以前	hjhq
寒潮	hjic
化茧成蝶	hjid
寒碜	hjif
酣畅	hjih
寒蝉	hjij
寒窗	hjil
喊出	hjiu
汗臭	hjiz
旱季	hjji
罕见	hjjm
喊叫	hjjn
焊接	hjjp
韩剧	hjju
寒假	hjjx
讳疾忌医	hjjy
寒苦	hjku
汉口	hjkz
翰林	hjlb
寒冷	hjlg
寒露	hjlu
含量	hjll
好极了	hjle
虎踞龙盘	hjlp
寒流	hjlq
含泪	hjlw
花街柳巷	hjlx
寒梅	hjmw
汗毛	hjmc
胡搅蛮缠	hjmi
寒气	hjqi
汗青	hjqk
汉人	hjrf
悍然	hjrj
挥金如土	hjrt
寒酸	hjsr|hjs
好几天	hjtm|hjt
旱獭	hjta
憨态	hjtd
海角天涯	hjty
寒舍	hjue
喊声	hjug
汗衫	hjuj
函数	hjuu
汗水	hjuv
函授	hjuz
含着	hjve
憨直	hjvi
寒战	hjvj
花甲之年	hjvn
汉中	hjvs
汗珠	hjvu
横加指责	hjvz
捍卫	hjww|hjw
韩文	hjwf
后继无人	hjwr
后继无力	hjwl
寒心	hjxb
喊醒	hjxk
汗腺	hjxm
憨笑	hjxn
寒暄	hjxr
汉学	hjxt
含蓄	hjxu
汗液	hjye
涵养	hjyh
含义	hjyi
汗颜	hjyj
喊冤	hjyr
汉语	hjyu
含有	hjyz
欢聚一堂	hjyt
荒郊野岭	hjyl
荒郊野外	hjyw
很久以前	hjyq
行家一出手，就知有没有	hjyy
旱灾	hjzd
汉字	hjzi
汉族	hjzu
户口本	hkbf|hkb
户口簿	hkbu
惶恐不安	hkba
怀抱	hkbc
怀表	hkbn
淮北	hkbw
虎口拔牙	hkby
坏蛋	hkdj
会哭的孩子有奶吃	hkdi
坏话	hkhx|hkh
淮海	hkhd
淮河	hkhe
怀恨	hkhf
坏坏	hkhk
花开花落	hkhl
怀揣	hkik
坏处	hkiu
怀春	hkiy
航空局	hkju
怀旧	hkjq
坏了	hkle|hkl
怀里	hkli
花开两朵，各表一枝	hklv
航空母舰	hkmj
怀念	hknm|hkn
很可能是	hknu
海阔凭鱼跃	hkpy|hkp
坏人	hkrf|hkr
怀柔	hkrz
坏死	hksi|hks
怀胎	hktd
海阔天空	hktk
虎口逃生	hktu
坏事	hkui|hku
海枯石烂	hkul
槐树	hkuu
怀中	hkvs|hkv
怀着	hkve
坏账	hkvh
昏聩无能	hkwn
坏笑	hkxn
坏心	hkxb
黄口小儿	hkxe
怀想	hkxl
还可以	hky
怀疑	hkyi
虎口余生	hkyu
怀孕	hkyy
怀有	hkyz
谎报	hlbc
皇榜	hlbh
忽略不计	hlbj
胡萝卜	hlbo
旱涝保收	hlbu
何乐不为	hlbw
很了不起	hlbq
呼伦贝尔	hlbe
荒草	hlcc
荒村	hlcy
荒岛	hldc
红绿灯	hldg
晃荡	hldh
皇帝	hldi
荒诞	hldj
晃动	hlds
黄豆	hldz
皇恩	hlen
何乐而不为	hlew
荒废	hlfw|hlf
黄蜂	hlfg
火龙果	hlgo|hlg
黄瓜	hlgx
黄光	hlgl
皇冠	hlgr
皇宫	hlgs
互利共赢	hlgy
黄河	hlhe
黄海	hlhd
晃晃	hlhl
惶惑	hlho
换来换去	hlhq
忽冷忽热	hlhr
糊里糊涂	hlht
恍惚	hlhu
话里话外	hlhw
谎话	hlhx
黄昏	hlhy
皇后	hlhz
皇朝	hlic
蝗虫	hlis
好了疮疤忘了痛	hlit
皇储	hliu
黄金	hljb
惶急	hlji
狐狸精	hljk
黑龙江	hljl
荒郊	hljn
黄酒	hljq
后来居上	hlju
皇家	hljx
海陆空	hlk
惶恐	hlks
灰溜溜	hllq
黄了	hlle
黄鹂	hlli
获利了结	hllj
荒凉	hlll
黄连	hllm
慌乱	hllr
遑论	hlly
红楼梦	hlmg|hlm
黄毛	hlmc
慌忙	hlmh
黄粱美梦	hlmm
荒漠	hlmo
荒谬	hlmq
黄梅	hlmw
荒年	hlnm
黄牛	hlnq
黄脸婆	hlpo|hlp
黄牌	hlpd
荒僻	hlpi
黄埔	hlpu
虎落平阳	hlpy
虎落平阳被犬欺	hlpq
荒丘	hlqq
黄泉	hlqr
黄雀	hlqt
恍然	hlrj|hlr
恍如	hlru
黄色	hlse|hls
活力四射	hlsu
荒唐	hlth
后浪推前浪	hltl
皇天	hltm
黄铜	hlts
黄土	hltu
囫囵吞枣	hltz
黄沙	hlua
慌神	hluf
皇上	hluh
皇室	hlui
黄山	hluj
花露水	hluv
寒来暑往	hluw
好了伤疤忘了疼	hlut
慌张	hlvh
荒置	hlvi
虎狼之师	hlvu
好莱坞	hlw
互联网	hlwh
荒芜	hlwu
皇位	hlww
化零为整	hlwv
黄线	hlxm
荒淫	hlyb
荒野	hlye
话里有话	hlyh
谎言	hlyj
黄莺	hlyk
黄粱一梦	hlym
荒原	hlyr
坏了一锅粥	hlyv
黄油	hlyz
哈喇子	hlz
幌子	hlzi
皇族	hlzu
回炉再造	hlzz
好马不吃回头草	hmbc
花名册	hmce|hmc
黑名单	hmdj|hmd
哈密瓜	hmgx|hmg
汗马功劳	hmgl
忽明忽暗	hmha
荒谬绝伦	hmjl
横眉冷对千夫指	hmlv|hml
横眉怒目	hmnm
好马配好鞍	hmpa|hmp
回马枪	hmql|hmq
讳莫如深	hmru
红霉素	hmsu|hms
侯门似海	hmsh
火冒三丈	hmsv
横眉竖眼	hmuy
横蛮无理	hmwl
很明显	hmxm|hmx
鸿门宴	hmyj|hmy
黄毛丫头	hmyt
回眸一笑	hmyx
海纳百川	hnbi
海内存知己	hncj|hnc
海南岛	hndc|hnd
患难夫妻	hnfq
何年何月	hnhy
汗牛充栋	hnid
回娘家	hnjx|hnj
患难见真情	hnjq
红男绿女	hnln
很难理解	hnlj
猴年马月	hnmy
混凝土	hntu|hnt
海南省	hnu
还能这样	hnvy
患难之交	hnvj
海内外	hnwd|hnw
很难想象	hnxx
患难与共	hnyg
哈尼族	hnzu|hnz
还能怎样	hnzy
华南师范大学	hnux
火把	hoba
火爆	hobc
货币	hobi
伙伴	hobj
火并	hobk
货仓	hoch
豁达	hoda
活到	hodc
获得	hode
活动	hods
火堆	hodv
伙房	hofh
活佛	hofo
祸福	hofu
活该	hogd
祸根	hogf
火光	hogl
火锅	hogo
火罐	hogr
货柜	hogv
祸害	hohd
活活	hoho
祸患	hohr
火红	hohs
火狐	hohu
火花	hohx
火候	hohz
火柴	hoid
火车	hoie
火场	hoih
货船	hoir
伙计	hoji
火警	hojk
获奖	hojl
火箭	hojm
活结	hojp
获救	hojq
火炬	hoju
货架	hojx
火坑	hokg
货款	hokr
活口	hokz
火辣	hola
活了	hole
活力	holi
活络	holo
霍乱	holr
火龙	hols
活路	holu
货轮	holy
活埋	homd
活命	homk
豁免	homm
火苗	homn
火鸟	honn|hon
货品	hopb
火炮	hopc
火盆	hopf
获批	hopi
活泼	hopo
获取	hoqu|hoq
火气	hoqi
火枪	hoql
火球	hoqq
火热	hore
活人	horf
豁然	horj
火速	hosu|hos
活塞	hosd
货色	hose
火腿	hotv|hot
祸胎	hotd
伙同	hots
火头	hotz
火烧	houc
火舌	houe
获胜	houg
伙食	houi
火山	houj
祸水	houv
祸首	houz
或者	hove
获知	hovi
活捉	hovo
火种	hovs
货主	hovu
获准	hovy
货物	howu|how
或许	hoxu|hox
获悉	hoxi
火星	hoxk
藿香	hoxl
火线	hoxm
获选	hoxr
活血	hoxt
火药	hoyc
活页	hoye
货样	hoyh
获益	hoyi
火焰	hoyj
货源	hoyr
活跃	hoyt
货运	hoyy
或有	hoyz
火灾	hozd|hoz
或则	hoze
获赠	hozg
火葬	hozh
活字	hozi
和平鸽	hpge|hpg
狐朋狗友	hpgy
和平共处	hpgi
和平共处五项原则	hpgz
呼朋唤友	hphy
黄浦江	hpjl|hpj
黄袍加身	hpju
鸿篇巨制	hpjv
黄埔军校	hpjx
很漂亮	hpll|hpl
海平面	hpmm|hpm
红扑扑	hppu|hpp
和盘托出	hpti
好朋友	hpyz|hpy
呼朋引伴	hpyb
寒气逼人	hqbr
何其多	hqdo|hqd
何其毒也	hqdy
很奇怪	hqgk|hqg
皇亲国戚	hqgq
合情合理	hqhl
好奇害死猫	hqhm
何去何从	hqhc
很清楚	hqiu|hqi
浩气长存	hqic
划清界限	hqjx
回去了	hqle|hql
红墙绿瓦	hqlw
含情脉脉	hqmm
魂牵梦绕	hqmr
魂牵梦萦	hqmy
花钱买罪受	hqmu
黑漆漆	hqqi|hqq
黑黢黢	hqqu
横七竖八	hqub
荷枪实弹	hqud
后起之秀	hqvx
害群之马	hqvm
豪情壮志	hqvv
豪情万丈	hqwv
好奇心	hqxb|hqx
祸起萧墙	hqxq
寒气袭人	hqxr
花拳绣腿	hqxt
花前月下	hqyx
虎躯一震	hqyv
黄雀在后	hqzh
花旗银行	hqyh
环保	hrbc
环比	hrbi
还本	hrbf
诲人不倦	hrbj
患病	hrbk
害人不浅	hrbq
缓步	hrbu
浑然不知	hrbv
好人不长命	hrbm
活人不能让尿憋死	hrbs
缓存	hrcy
环岛	hrdc
还贷	hrdd
换挡	hrdh
换掉	hrdn
欢度	hrdu
幻灯	hrdg
恍然大悟	hrdw
焕发	hrfa
换肤	hrfu
换个	hrge|hrg
还给	hrgw
换岗	hrgh
缓过	hrgo
宦官	hrgr
恨入骨髓	hrgs
豁然贯通	hrgt
环顾	hrgu
缓和	hrhe
换行	hrhh
换货	hrho
害人害己	hrhj
缓缓	hrhr
欢呼	hrhu
换回	hrhv
幻化	hrhx
环海	hrhd
换车	hrie
换成	hrig
欢畅	hrih
缓冲	hris
还击	hrji
环境	hrjk
环节	hrjp
幻觉	hrjt
欢聚	hrju
还价	hrjx
欢快	hrkk
豁然开朗	hrkl
还款	hrkr
还口	hrkz
换来	hrld
欢乐	hrle
还礼	hrli
环流	hrlq
环路	hrlu
缓慢	hrmj
幻灭	hrmp
患难	hrnj
欢庆	hrqk
还钱	hrqm
环球	hrqq
换取	hrqu
环绕	hrrc|hrr
换人	hrrf
焕然	hrrj
恍然若失	hrru
换算	hrsr
涣散	hrsj
欢送	hrss
还俗	hrsu
欢腾	hrtg|hrt
浑然天成	hrti
欢跳	hrtn
骇人听闻	hrtw
换上	hruh
环视	hrui
环山	hruj
幻术	hruu
还手	hruz
还债	hrvd
患者	hrve
还账	hrvh
环状	hrvl
浩然正气	hrvq
害人之心不可有	hrvy
害人之心不可有，防人之心不可无	hrvw
浑然无知	hrwv
换位	hrww
欢心	hrxb|hrx
欢喜	hrxi
唤醒	hrxk
幻想	hrxl
环线	hrxm
欢笑	hrxn
换下	hrxx
浣熊	hrxs
换牙	hrya
换页	hrye
豢养	hryh
欢颜	hryj
欢迎	hryk
花容月貌	hrym
虎入羊群	hryq
还原	hryr
浑然一体	hryt
欢愉	hryu
焕然一新	hryx
患有	hryz
还嘴	hrzv
幻听	hrtk
红包	hsbc
好死不如赖活	hsbh
红笔	hsbi
红斑	hsbj
红遍	hsbm
烘焙	hsbw
宏大	hsda
红灯	hsdg
红底	hsdi
红蛋	hsdj
轰动	hsds
红豆	hsdz
红粉	hsff|hsf
洪峰	hsfg
洪福	hsfu
烘干	hsgj
红光	hsgl
宏观	hsgr
鸿沟	hsgz
黑塞哥维那	hsgn
洪荒	hshl
红火	hsho
红红	hshs
洪湖	hshu
红花	hshx
红茶	hsia
红尘	hsif
哄传	hsir
红酒	hsjq
红军	hsjy
烘烤	hskc
哈萨克	hske
哈萨克斯坦	hskt
洪涝	hslc
红了	hsle
红利	hsli
洪亮	hsll
红脸	hslm
洪流	hslq
轰隆	hsls
胡思乱想	hslx
宏论	hsly
鸿毛	hsmc
轰鸣	hsmk
红木	hsmu
红梅	hsmw
红娘	hsnl|hsn
晦涩难懂	hsnd
哄骗	hspm|hsp
红牌	hspd
红盘	hspj
红旗	hsqi
横扫千军	hsqj
哄抢	hsql
红人	hsrf|hsr
红日	hsri
轰然	hsrj
鸿儒	hsru
红润	hsry
红色	hsse
红糖	hsth
红桃	hstc
哄抬	hstd
烘托	hsto
宏图	hstu
洪水	hsuv
红烧	hsuc
红参	hsuf
红薯	hsuu
活色生香	hsux
轰炸	hsva|hsv
红妆	hsvl
红肿	hsvs
好色之徒	hsvt
红烛	hsvu
红轴	hsvz
宏伟	hsww|hsw
红外	hswd
红心	hsxb
红杏	hsxk
红袖	hsxq
红线	hsxm
哄笑	hsxn
红学	hsxt
红霞	hsxx
红叶	hsye
红衣	hsyi
弘扬	hsyh
红颜	hsyj
鸿运	hsyy
红枣	hszc|hsz
洪灾	hszd
红字	hszi
挥洒自如	hszr
换汤不换药	htby
恨铁不成钢	htbg
回头草	htcc|htc
哄堂大笑	htdx
嚎啕大哭	htdk
宏图大志	htdv
回天乏术	htfu
黄土高原	htgy
皇太后	hthz|hth
昏天黑地	hthd
虎头虎脑	hthn
皇天后土	htht
火腿肠	htih
回头见	htjm|htj
花团锦簇	htjc
花天酒地	htjd
回趟家	htjx
回头客	htke|htk
憨态可掬	htkj
回头率	htlv|htl
滑铁卢	htlu
呼天抢地	htqd
红彤彤	htts|htt
灰头土脸	httl
火头上	htuh|htu
回头是岸	htua
虎头蛇尾	htuw
回天之力	htvl
哄抬物价	htwj
欢天喜地	htxd
滑天下之大稽	htxj
很讨厌	htyj
红太阳	htyh
糊涂一时	htyu
互通有无	htyw
回头一看	htyk
回头一笑	htyx
海天一色	htys
皇太子	htzi|htz
回头再说	htzu
互爱	huai
湖北	hubw|hub
湖边	hubm
互补	hubu
互搏	hubo
胡说八道	hubd
海水不可斗量	hubl
虎胆	hudj
护垫	hudm
蝴蝶	hudp
护短	hudr
互动	huds
弧度	hudu
华盛顿	hudy
虎视眈眈	hudd
忽而	huer
护法	hufa
互访	hufh
护肤	hufu
胡搞	hugc
壶盖	hugd
护航	huhh
呼喊	huhj
火烧火燎	huhl
好声好气	huhq
互换	huhr
何时何地	huhd
绘声绘色	huhs
互惠	huhv
胡话	huhx
绘声绘影	huhy
皓首穷经	huqj
胡扯	huie
互斥	huii
好事成双	huiu
胡吹	huiv
狐臭	huiz
后视镜	huj
呼叫	hujn
户籍	huji
湖景	hujk
呼救	hujq
护驾	hujx
火上浇油	hujy
户口	hukz
黄鼠狼	hul
呼啦	hula
和事佬	hulc
胡来	huld
虎狼	hulh
狐狸	huli
护栏	hulj
互联	hulm
胡乱	hulr
忽略	hult|h
葫芦	hulu
囫囵	huly
换手率	hulv
虎门	humf
火烧眉毛	humm
狐媚	humw
浑水摸鱼	humy
毁尸灭迹	humj
胡闹	hunc
糊弄	huns
互派	hupd
湖畔	hupj
湖泊	hupo
横竖撇点折	hupv
很少人	hur
唬人	hurf
互让	hurh
忽然	hurj
鼾声如雷	hurl
护送	huss|hus
猢狲	husy
糊涂	hutu|hut
胡桃	hutc
画蛇添足	hutz
呼哨	huuc
护身	huuf
呼声	huug
忽视	huui
忽闪	huuj
胡说	huuo
户数	huuu
湖水	huuv
浑身是胆	huud
海市蜃楼	huul
海誓山盟	huum
浑身上下	huux
护照	huvc
护着	huve
湖中	huvs
还手之力	huvl
横生枝节	huvj
好事之徒	huvt
护住	huvu
湖州	huvz
户外	huwd
忽闻	huwf
回首往事	huwu
护卫	huww
互信	huxb
呼吸	huxi
户型	huxk
互相	huxl
弧线	huxm
呼啸	huxn
虎穴	huxt
胡须	huxu
欢声笑语	huxy
虎牙	huya
狐疑	huyi
护眼	huyj
呼应	huyk
呼吁	huyu
忽悠	huyz
很少有人	huyr
火树银花	huyh
荒山野岭	huyl
活受罪	huzv
胡子	huzi
灰暗	hvan
汇报	hvbc
回拨	hvbo
灰白	hvbd
毁谤	hvbh
回避	hvbi
悔之不及	hvbj
回禀	hvbk
横征暴敛	hvbl
汇编	hvbm
徽标	hvbn
挥之不去	hvbq
会餐	hvcj
荟萃	hvcv
回答	hvda
回到	hvdc
回荡	hvdh
回单	hvdj
回电	hvdm
毁掉	hvdn
挥动	hvds
会读	hvdu
汇兑	hvdv
挥发	hvfa
汇丰	hvfg
回放	hvfh
回返	hvfj
恢复	hvfu
会费	hvfw
悔改	hvgd
回国	hvgo
会馆	hvgr
回顾	hvgu
回归	hvgv
回购	hvgz
回滚	hvgy
和衷共济	hvgj
挥毫	hvhc
回合	hvhe
悔恨	hvhf
回航	hvhh
毁坏	hvhk
后知后觉	hvhj
辉煌	hvhl
挥霍	hvho
恢弘	hvhs
会徽	hvhv
回话	hvhx
会后	hvhz
回潮	hvic
回车	hvie
灰尘	hvif
回程	hvig
会场	hvih
挥斥	hvii
蛔虫	hvis
回春	hviy
回抽	hviz
灰烬	hvjb
汇集	hvji
回敬	hvjk
会见	hvjm
汇缴	hvjn
呼之即来	hvjl
挥之即去	hvjq
回绝	hvjt
汇聚	hvju
回家	hvjx
会考	hvkc
会客	hvke
汇款	hvkr
回馈	hvkv
回扣	hvkz
回来	hvld|hvl
毁了	hvle
回廊	hvlh
花枝乱颤	hvli
回落	hvlo
回流	hvlq
回笼	hvls
贿赂	hvlu
汇率	hvlv
挥泪	hvlw
惠民	hvmb
会面	hvmm
毁灭	hvmp
回眸	hvmz
回暖	hvnr|hvn
化妆品	hvp
汇票	hvpn
惠普	hvpu
晦气	hvqi
火中取栗	hvql
会签	hvqm
挥拳	hvqr
汇入	hvru
毁容	hvrs
恨之入骨	hvrg
挥洒	hvsa
灰色	hvse
会所	hvso
汇算	hvsr
回溯	hvsu
毁损	hvsy
回头	hvtz|hvt
会谈	hvtj
回天	hvtm
回调	hvtn
回帖	hvtp
会同	hvts
绘图	hvtu
会说	hvuo
回升	hvug
会商	hvuh
回事	hvui
回删	hvuj
回收	hvuz
会诊	hvvf
会长	hvvh
回执	hvvi
会展	hvvj
回转	hvvr
花枝招展	hvvv
惠州	hvvz
会展中心	hvvx
回稳	hvwf
回望	hvwh
化整为零	hvwl
挥舞	hvwu
回味	hvww
会玩	hvwj
悔之晚矣	hvwy
灰心	hvxb
彗星	hvxk
回想	hvxl
灰线	hvxm
诙谐	hvxp
回旋	hvxr
灰熊	hvxs
麾下	hvxx
回音	hvyb
会议	hvyi
慧眼	hvyj
回应	hvyk
会员	hvyr
会用	hvys
毁约	hvyt
好整以暇	hvyx
会有	hvyz
汇总	hvzs|hvz
回赠	hvzg
汗珠子	hvzi
回族	hvzu
回嘴	hvzv
黑暗	hwan|hwa
黑白	hwbd|hwb
黑帮	hwbh
黑板	hwbj
毫无保留	hwbl
黑洞	hwds
黑道	hwdc
黑底	hwdi
毫无二致	hwev
黑发	hwfa
和为贵	hwg
黑锅	hwgo
黑鬼	hwgv
毫无关系	hwgx
毫无顾忌	hwgj
嘿嘿	hwhw|hwh
黑户	hwhu
黑车	hwie|hwi
好望角	hwjn|hwj
黑客	hwke
好无聊	hwl
黑了	hwle
黑亮	hwll
黑脸	hwlm
后无来者	hwlv
毫无理由	hwly
黑马	hwma|hwm
黑猫	hwmc
黑幕	hwmu
黑莓	hwmw
哈瓦那	hwna|hwn
黑奴	hwnu
黑屏	hwpk|hwp
核武器	hwq
黑枪	hwql
黑钱	hwqm
黑人	hwrf|hwr
好为人师	hwru
荒无人烟	hwry
黑色	hwse|hws
换位思考	hwsk
黑桃	hwtc|hwt
黑体	hwti
黑炭	hwtj
黑头	hwtz
黑手	hwuz|hwu
黑纱	hwua
黑哨	hwuc
黑市	hwui
黑山	hwuj
黑着	hwve|hwv
黑痣	hwvi
黑轴	hwvz
化外之民	hwvm
黑窝	hwwo
回味无穷	hwwq
化为乌有	hwwy
红外线	hwx
黑心	hwxb
黑线	hwxm
嘿咻	hwxq
黑熊	hwxs
画外音	hwyb|hwy
黑夜	hwye
互为因果	hwyg
黑衣	hwyi
黑烟	hwyj
黑影	hwyk
混为一谈	hwyt
毫无疑问	hwyw
毫无意义	hwyy
黑字	hwzi|hwz
黑土	hwtu
还行吧	hxba|hxb
花白	hxbd
喝西北风	hxbf
画笔	hxbi
花瓣	hxbj
滑冰	hxbk
花边	hxbm
华表	hxbn
划拨	hxbo
话别	hxbp
画布	hxbu
华北	hxbw
花草	hxcc
画册	hxce
花丛	hxcs
花店	hxdm
韩信点兵	hxdb
好心当成驴肝肺	hxdf
花灯	hxdg
华诞	hxdj
划定	hxdk
花掉	hxdn
花朵	hxdo
化蝶	hxdp
华东	hxds
花儿	hxer|hxe
呼啸而来	hxel
花萼	hxee
划分	hxff
画风	hxfg
花房	hxfh
花费	hxfw
化学反应	hxfy
画稿	hxgc
滑盖	hxgd
花光	hxgl
划过	hxgo
花冠	hxgr
化工	hxgs
花鼓	hxgu
划归	hxgv
欢欣鼓舞	hxgw
画画	hxhx
化合	hxhe
划痕	hxhf
花环	hxhr
花红	hxhs
花卉	hxhv
活血化瘀	hxhy
候选窗	hxil|hxi
花茶	hxia
花车	hxie
化成	hxig
花痴	hxii
红杏出墙	hxiq
划船	hxir
画出	hxiu
滑稽	hxji
化境	hxjk
花剑	hxjm
花椒	hxjn
化解	hxjp
含笑九泉	hxjq
画卷	hxjr
话剧	hxju
画家	hxjx
花开	hxkd
画刊	hxkj
划款	hxkr
花魁	hxkv
候选栏	hxl
哗啦	hxla
花了	hxle
话唠	hxlc
画廊	hxlh
华丽	hxli
花篮	hxlj
花脸	hxlm
化疗	hxln
滑落	hxlo
花蕾	hxlw
滑轮	hxly
花心萝卜	hxlb
花蜜	hxmi
画面	hxmm
花木	hxmu
华美	hxmw
好心没好报	hxmb
华南	hxnj
花鸟	hxnn
花香鸟语	hxny
花瓶	hxpk|hxp
花炮	hxpc
花盆	hxpf
画皮	hxpi
滑坡	hxpo
含血喷人	hxpr
花圃	hxpu
花期	hxqi
回想起来	hxql
花钱	hxqm
华侨	hxqn
花圈	hxqr
花去	hxqu
华人	hxrf
哗然	hxrj
含辛茹苦	hxrk
花蕊	hxrv
滑润	hxry
划算	hxsr|hxs
花洒	hxsa
花色	hxse
灰心丧气	hxsq
话题	hxti|hxt
华佗	hxto
话筒	hxts
画图	hxtu
横行天下	hxtx
滑头	hxtz
互相推诿	hxtw
话说	hxuo|hxu
华沙	hxua
花哨	hxuc
化身	hxuf
花生	hxug
画上	hxuh
化石	hxui
华山	hxuj
话术	hxuu
花招	hxvc|hxv
画展	hxvj
画质	hxvi
化妆	hxvl
划转	hxvr
华中	hxvs
回心转意	hxvy
回形针	hxvf
化外	hxwd
花纹	hxwf
化为	hxww
话务	hxwu
化险为夷	hxwy
花心	hxxb
好行小惠	hxxh
华西	hxxi
滑行	hxxk
花香	hxxl
划线	hxxm
花销	hxxn
化学	hxxt
花絮	hxxu
华夏	hxxx
花样	hxyh|hxy
画押	hxya
花园	hxyr
话音	hxyb
华裔	hxyi
化验	hxyj
沆瀣一气	hxyq
话语	hxyu
互相依存	hxyc
会心一笑	hxyx
黑匣子	hxzi
化作	hxzo
河西走廊	hxzl
好戏在后头	hxzt
混淆黑白	hxhb
混淆视听	hxut
昏暗	hyan|hya
很一般	hybj|hyb
红颜薄命	hybm
怀冤抱屈	hybq
很有必要	hyby
很有帮助	hybv
还有不少	hybu
毁誉参半	hycb
荤菜	hycd
昏倒	hydc
好样的	hyde
好勇斗狠	hydh
混蛋	hydj
魂断	hydr
混沌	hydy
很有道理	hydl
和衣而卧	hyew
会议费	hyfw|hyf
获益匪浅	hyfq
花样翻新	hyfx
婚否	hyfz
还有个	hyg
换一个	hyge
魂归	hygv
混合	hyhe
诨号	hyhc
昏黄	hyhl
昏黑	hyhw
昏花	hyhx
混混	hyhy
婚后	hyhz
红颜祸水	hyhu
忽远忽近	hyhj
昏沉	hyif|hyi
混成	hyig
婚介	hyjp|hyj
混进	hyjb
何以见得	hyjd
混迹	hyji
火眼金睛	hyjj
婚检	hyjm
含英咀华	hyjh
喊冤叫屈	hyjq
昏厥	hyjt
昏君	hyjy
昏聩	hykv|hyk
很有可能	hykn
回忆录	hylu|hyl
婚礼	hyli
婚恋	hylm
混乱	hylr
胡言乱语	hyly
昏迷	hymi
含饴弄孙	hyns
花样年华	hynh
魂魄	hypo|hyp
混拼	hypb
混排	hypd
婚配	hypw
汉语拼音	hypy
黑眼圈	hyqr|hyq
混球	hyqq
婚期	hyqi
婚庆	hyqk
婚前	hyqm
婚娶	hyqu
花言巧语	hyqy
后院起火	hyqh
浑然	hyrj|hyr
混入	hyru
好意思	hys
荤素	hysu
婚丧	hysh
混同	hyts|hyt
馄饨	hyty
婚纱	hyua
浑身	hyuf
婚事	hyui
混双	hyul
昏睡	hyuv
后遗症	hyvg|hyv
混账	hyvh
混战	hyvj
浑浊	hyvo
豪言壮语	hyvy
厚颜无耻	hywi
话音未落	hywl
花冤枉钱	hywq
混淆	hyxn
荤腥	hyxk
混响	hyxl
昏眩	hyxr
混血	hyxt
好言相劝	hyxq
婚姻	hyyb
毁于一旦	hyyd
婚宴	hyyj
浑圆	hyyr
昏庸	hyys
婚约	hyyt
婚育	hyyu
很有意义	hyyy
混杂	hyza|hyz
混在	hyzd
旱鸭子	hyzi
厚爱	hzai
后边	hzbm
厚薄	hzbo
候补	hzbu
厚道	hzdc|hzd
后代	hzdd
厚度	hzdu
后盾	hzdy
何足道哉	hzdz
厚恩	hzen|hze
涸泽而渔	hzey
后方	hzfh|hzf
胡作非为	hzfw
后跟	hzgf
何足挂齿	hzgi
后果	hzgo
喉管	hzgr
后宫	hzgs
洪泽湖	hzhu|hzh
后悔	hzhv
后患	hzhr
后话	hzhx
厚厚	hzhz
合作伙伴	hzhb
候车	hzie
后尘	hzif
后场	hzih
猴子称大王	hziw
后劲	hzjb
候机	hzji
后脚	hzjn
喉结	hzjp
侯爵	hzjt
后来	hzld|hzl
厚礼	hzli
喉咙	hzls
后路	hzlu
后轮	hzly
合纵连横	hzlh
后妈	hzma
后母	hzmu
后门	hzmf
后年	hznm|hzn
后脑	hznc
后娘	hznl
候鸟	hznn
后怕	hzpa
后排	hzpd
后勤	hzqb
后期	hzqi
合资企业	hzqy
后人	hzrf
后日	hzri
后嗣	hzsi|hzs
后台	hztd
后退	hztv
后头	hztz
喉舌	hzue
候审	hzuf
